DATEPRD,NPD_WELL_BORE_CODE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,AVG_DOWNHOLE_PRESSURE,AVG_WELLHEAD_PRESSURE,AVG_TEMPERATURE,AVG_CHOKE_SIZE_P
2014-03-08,F-1H,2365.98,2546.71,256.31,3206.11,894.76,221.72,55.3
2014-03-09,F-1H,2291.11,2541.08,277.6,3320.88,835.94,219.46,55.75
2014-03-11,F-1H,1547.97,1871.57,467.15,3014.12,816.37,216.97,47.72
2014-03-11,F-1H,2307.28,2493.25,263.88,3311.79,871.06,219.96,61.96
2014-03-12,F-1H,2344.41,2599.15,261.99,3207.07,866.7,217.99,58.02
2014-03-13,F-1H,2281.02,2562.84,237.37,3254.32,879.36,222.07,56.24
2014-03-14,F-1H,2301.34,2661.45,257.49,7572.451,854.77,220.37,57.09
2014-03-15,F-1H,2296.12,2519.43,288.6,3342.76,849.18,217.96,57.3
2014-03-16,F-1H,2316.77,2534.06,218.55,3319.84,884.31,215.15,54.89
2014-03-17,F-1H,2352.12,2691.44,294.74,3272.63,870.51,218.38,60.27
2014-03-18,F-1H,2226.18,2507.95,296.92,3275.43,896.18,217.3,56.09
2014-03-19,F-1H,2220.13,2569.8,247.9,3260.98,839.64,220.03,58.38
2014-03-20,F-1H,2176.01,2672.72,328.17,3275.84,855.3,224.29,52.05
2014-03-21,F-1H,2259.81,2577.19,305.88,3284.1,857.91,216.74,55.4
2014-03-22,F-1H,2204.75,2563.45,268.44,3227.33,892.74,217.65,52.35
2014-03-23,F-1H,2242.98,2561.91,245.55,7546.185,846.45,222.06,57.91
2014-03-24,F-1H,2227.7,2493.64,279.13,3288.23,866.64,218.21,56.44
2014-03-25,F-1H,2213.81,2522.62,240.27,3297.91,872.88,217.09,61.89
2014-03-26,F-1H,2244.67,2464.01,299.87,3279.49,874.56,217.79,57.7
2014-03-27,F-1H,2223.55,2588.2,245.39,3253.38,900.86,217.11,54.43
2014-03-28,F-1H,2210.57,2443.37,240.07,3258.32,792.89,218.54,55.75
2014-03-29,F-1H,2231.45,2619.22,281.18,3246.87,860.31,219.8,60.52
2014-03-30,F-1H,2194.23,2542.14,292.51,3233.16,866.1,215.71,50.79
2014-03-31,F-1H,2240.32,2500.36,290.54,3261.25,845.92,218.55,52.63
2014-04-01,F-1H,2287.88,2419.44,283.33,3229.36,876.62,217.98,55.01
2014-04-02,F-1H,2257.35,2527.12,298.33,3230.04,836.87,218.445,55.46
2014-04-03,F-1H,2242.37,2515.22,292.85,3209.63,902.49,218.31,58.43
2014-04-04,F-1H,2165.62,2543.11,263.45,3270.74,857.36,218.7,58.05
2014-04-05,F-1H,2142.17,2460.57,299.4,3318.97,861.47,219.82,55.52
2014-04-06,F-1H,2297.29,2372.41,292.9,3206.1,813.86,219.24,57.03
2014-04-08,F-1H,1879.06,2113.06,390.04,3069.57,843.97,217.85,52.24
2014-04-08,F-1H,2181.04,2473.08,328.89,3287.88,866.24,214.03,54.95
2014-04-09,F-1H,2324.5,2484.34,315.33,3294.67,867.64,216.96,49.44
2014-04-10,F-1H,2219.96,2434.49,511.42,2922.37,857.71,218.71,57.03
2014-04-11,F-1H,2126.42,2592.31,282.83,3198.88,860.6,218.71,56.24
2014-04-12,F-1H,2246.69,2474.52,293.13,3214.86,792.89,219.01,55.1
2014-04-13,F-1H,2079.77,2605.88,271.72,3229.07,869.46,216.25,51.05
2014-04-14,F-1H,2065.23,2544.89,286.12,3333.47,842.16,216.8,53.76
2014-04-15,F-1H,2180.02,2446.49,511.42,3215.14,834.17,215.04,49.36
2014-04-16,F-1H,2138.4,2456.93,285.9,3280.65,886.12,217.97,50.44
2014-04-17,F-1H,2132.41,2429.92,286.13,3221.27,848.25,217.87,53.88
2014-04-18,F-1H,2167.61,2503.64,281.82,3279.18,841.47,215.41,57.11
2014-04-19,F-1H,2112.79,2497.42,252.71,3281.67,874.28,215.64,51.25
2014-04-20,F-1H,2233.73,2409.64,284.85,3170.76,853.57,218.19,58.45
2014-04-21,F-1H,2076.63,2343.92,311.3,3267.79,828.92,218.445,55.62
2014-04-22,F-1H,2197.65,2456.84,252.59,3231.88,881.31,216.85,54.95
2014-04-23,F-1H,2130.73,2227.42,337.22,3208.24,869.97,218.47,59.56
2014-04-24,F-1H,2156.33,1768.69,286.67,3258.07,822.15,219.93,52.61
2014-04-25,F-1H,2195.13,2466.14,318.18,3235.44,824.33,216.92,58.12
2014-04-26,F-1H,2137.35,2544.65,314.11,3202.83,843.21,218.85,48.87
2014-04-27,F-1H,2209.19,2482.44,331.34,3183.26,883.78,223.1,52.21
2014-04-28,F-1H,2160.6,2444.13,276.66,3244.31,875.32,217.44,59.43
2014-04-29,F-1H,2035.2,2321.41,311.03,3229.13,844.07,220.26,56.9
2014-04-30,F-1H,2157.97,2428.08,321.1,3213.85,899.24,217.02,62.23
2014-05-01,F-1H,2113.33,2324.84,337.17,3229.84,874.94,221.09,56.71
2014-05-02,F-1H,2078.51,2509.89,310.57,3245.49,814.6,219.53,53.6
2014-05-03,F-1H,2187.32,2478.64,316.11,3238.35,792.89,221.89,62.04
2014-05-04,F-1H,2120.85,2552.98,300.68,3198.7,858.01,219.51,54.55
2014-05-05,F-1H,2124.64,2447.22,292.85,3237.02,874.21,218.445,59.21
2014-05-06,F-1H,2033.43,2457.12,511.42,3186.88,844.08,216.76,53.65
2014-05-07,F-1H,2080.16,2483.62,307.89,3171.58,879.26,216.97,55.35
2014-05-08,F-1H,2109.76,2429.59,336.95,3232.37,838.99,223.0,56.26
2014-05-09,F-1H,2076.63,2487.71,320.81,3228.83,905.82,218.09,54.56
2014-05-10,F-1H,2086.41,2493.3,286.44,3156.73,843.99,215.37,54.29
2014-05-11,F-1H,2102.29,2333.3,288.79,3216.63,872.74,215.25,58.1
2014-05-13,F-1H,2070.44,2521.17,291.93,3186.41,882.54,220.68,54.39
2014-05-14,F-1H,1372.865,2422.83,349.59,3213.32,875.27,223.92,57.47
2014-05-15,F-1H,2066.01,2450.33,313.03,3281.58,858.11,218.09,52.95
2014-05-16,F-1H,2115.02,2458.91,311.14,3226.08,824.1,219.01,57.06
2014-05-17,F-1H,2142.14,2324.87,296.27,2922.37,827.3,221.31,60.49
2014-05-18,F-1H,2069.41,2481.25,325.27,3203.63,847.12,218.02,50.83
2014-05-19,F-1H,2063.24,2377.33,338.25,3208.13,850.29,216.9,55.66
2014-05-20,F-1H,2083.57,2286.1,325.84,3211.17,838.94,217.47,56.24
2014-05-21,F-1H,1986.62,2402.58,306.94,3234.91,899.81,216.92,56.66
2014-05-22,F-1H,2003.6,2454.88,300.29,3216.29,835.35,218.23,52.05
2014-05-23,F-1H,2077.71,2301.67,337.39,3190.4,850.28,218.94,53.23
2014-05-24,F-1H,2043.76,2488.09,311.54,3234.72,882.29,217.01,50.98
2014-05-25,F-1H,2045.0,2318.9,365.22,3199.46,836.04,216.35,58.62
2014-05-26,F-1H,1998.01,2363.23,347.72,3182.73,850.92,218.61,57.17
2014-05-27,F-1H,2052.78,2339.16,330.63,3184.96,822.04,219.16,61.07
2014-05-28,F-1H,1975.73,2291.96,312.69,3216.7,860.32,218.32,52.25
2014-05-29,F-1H,2021.22,2225.68,333.73,7405.885,826.09,215.58,59.97
2014-05-30,F-1H,1982.7,2438.77,328.53,3187.8,859.64,216.87,55.44
2014-05-31,F-1H,1990.91,2239.31,339.11,3183.6,847.48,216.22,59.86
2014-06-01,F-1H,2050.52,2419.14,327.01,3138.47,889.44,218.52,53.14
2014-06-01,F-1H,2696.9,2794.34,200.73,3366.76,844.37,218.46,58.66
2014-06-03,F-1H,2047.97,2119.11,331.63,3145.12,840.36,218.04,54.3
2014-06-04,F-1H,1969.2,2245.42,381.21,3242.92,826.41,221.81,53.78
2014-06-05,F-1H,1999.99,2325.19,322.93,3215.26,851.93,217.69,51.22
2014-06-06,F-1H,1945.57,2196.02,511.42,3148.69,843.86,221.38,58.46
2014-06-07,F-1H,1985.37,2317.44,375.22,3199.06,842.37,215.79,56.24
2014-06-08,F-1H,2025.19,2270.95,344.2,3171.38,845.0,213.67,54.59
2014-06-10,F-1H,2043.84,2389.96,327.78,3194.91,858.94,219.93,50.27
2014-06-10,F-1H,1708.87,1827.68,452.73,3015.92,792.07,221.0,55.87
2014-06-11,F-1H,2024.29,2267.16,333.48,3257.96,853.99,217.87,48.63
2014-06-12,F-1H,2040.21,2202.21,321.32,3167.73,876.04,220.19,54.86
2014-06-13,F-1H,1982.9,2258.89,344.93,3178.72,866.84,220.58,56.53
2014-06-14,F-1H,1946.14,2363.36,341.05,3142.91,839.16,218.81,57.59
2014-06-15,F-1H,1951.85,2204.38,344.78,3177.62,850.7,220.48,57.95
2014-06-16,F-1H,1928.1,2248.93,323.59,3194.03,875.71,218.01,54.05
2014-06-17,F-1H,2027.93,2335.78,511.42,3136.19,860.07,216.78,51.87
2014-06-18,F-1H,1934.04,2245.58,341.47,3127.53,865.43,220.9,48.96
2014-06-19,F-1H,1997.1,2224.72,363.79,3167.56,846.58,218.27,58.75
2014-06-20,F-1H,1883.0,2335.3,369.43,3189.95,892.26,217.58,57.42
2014-06-21,F-1H,1936.48,2382.47,348.0,3155.67,871.64,217.66,50.57
2014-06-22,F-1H,1912.75,2330.44,376.75,3169.49,871.64,215.92,53.36
2014-06-23,F-1H,1920.98,2268.88,351.34,3185.73,836.14,218.92,54.6
2014-06-24,F-1H,1885.93,2266.09,347.54,3158.9,845.43,218.79,53.26
2014-06-25,F-1H,1992.69,2178.76,336.74,3246.1,823.79,215.93,57.29
2014-06-26,F-1H,1822.03,2250.63,394.83,3115.2,804.67,215.64,56.94
2014-06-27,F-1H,1978.96,2225.59,366.33,3202.1,879.81,218.15,48.12
2014-06-28,F-1H,1878.52,2229.59,348.24,3153.61,866.2,221.19,54.01
2014-06-29,F-1H,1971.34,2289.5,355.46,3185.29,845.02,222.76,55.49
2014-06-30,F-1H,1756.705,2247.91,363.71,3194.98,830.465,215.8,55.59
2014-07-01,F-1H,1947.87,2119.65,355.6,3108.08,829.8,216.84,54.76
2014-07-02,F-1H,1912.83,2149.5,374.03,3111.62,849.45,217.01,53.61
2014-07-03,F-1H,1929.07,2291.22,383.92,3151.01,848.73,217.77,53.58
2014-07-04,F-1H,2182.32,2500.56,353.72,3245.97,873.95,217.34,56.93
2014-07-04,F-1H,1922.7,2238.8,321.85,3162.27,849.65,217.28,54.62
2014-07-05,F-1H,1971.4,2283.15,354.1,3117.06,825.68,221.25,54.69
2014-07-06,F-1H,1866.96,2281.78,390.325,3195.05,868.93,217.71,53.43
2014-07-07,F-1H,1760.47,2119.65,333.4,3152.93,835.11,218.25,54.73
2014-07-08,F-1H,1913.53,2277.58,322.94,3143.87,813.72,220.44,54.85
2014-07-09,F-1H,1840.26,2171.25,352.46,3078.98,847.87,218.1,54.31
2014-07-10,F-1H,1827.15,2180.19,332.31,3115.29,830.465,220.63,54.24
2014-07-11,F-1H,1885.19,2196.44,337.8,3139.21,852.64,216.23,54.65
2014-07-12,F-1H,1833.41,2185.46,374.56,3123.21,841.17,218.01,54.2
2014-07-13,F-1H,1753.77,2074.91,377.02,3173.07,821.96,218.15,55.55
2014-07-14,F-1H,1904.4,2119.65,347.73,3130.83,853.99,223.64,54.06
2014-07-15,F-1H,1796.32,2247.86,392.62,3142.89,821.56,220.56,53.29
2014-07-16,F-1H,1812.29,2243.4,386.9,3173.96,838.12,217.92,54.03
2014-07-17,F-1H,1800.03,2245.18,340.3,3169.31,834.04,221.18,54.42
2014-07-18,F-1H,1796.32,2321.27,399.48,3162.67,823.73,218.03,55.13
2014-07-19,F-1H,1819.25,2339.9,372.1,3053.94,845.5,217.94,54.06
2014-07-20,F-1H,1832.95,2266.29,392.35,3142.38,831.69,218.56,53.45
2014-07-21,F-1H,1808.22,2245.26,379.91,3178.95,863.34,217.27,53.95
2014-07-22,F-1H,1797.76,2251.84,361.13,3100.89,843.59,218.25,55.03
2014-07-22,F-1H,1798.162169,2252.571948,361.13,3100.89,843.59,218.25,55.03
2014-07-23,F-1H,1833.4,2199.99,364.83,3083.05,821.39,219.42,54.24
2014-07-24,F-1H,1838.44,2283.17,380.92,3106.86,831.89,215.84,54.37
2014-07-25,F-1H,1891.84,2242.67,401.76,3119.05,864.18,218.25,52.93
2014-07-26,F-1H,1832.12,2241.66,403.98,3121.18,841.38,221.22,53.63
2014-07-27,F-1H,1764.16,2353.76,365.83,3130.59,859.89,217.42,54.31
2014-07-28,F-1H,1839.88,2036.12,370.22,3132.03,831.13,215.55,54.18
2014-07-29,F-1H,1829.37,2291.3,371.53,3097.12,841.67,218.21,54.56
2014-07-30,F-1H,1894.69,2124.27,340.68,3162.22,825.96,217.43,54.73
2014-07-31,F-1H,1905.26,2068.15,379.4,3148.6,844.23,218.52,54.64
2014-08-01,F-1H,1774.74,2183.58,363.24,3126.17,849.19,220.57,50.33
2014-08-02,F-1H,1922.07,2227.21,379.7,3151.6,882.62,215.76,54.07
2014-08-03,F-1H,1690.34,2178.49,387.8,3116.59,821.98,214.54,54.7
2014-08-05,F-1H,1765.31,2126.11,389.64,3076.09,826.64,218.56,50.66
2014-08-06,F-1H,1890.2,2086.59,369.36,3084.96,870.31,219.75,51.77
2014-08-07,F-1H,1852.72,2168.2,511.42,3102.82,819.11,219.32,52.76
2014-08-08,F-1H,1885.29,2047.88,414.97,3108.66,839.84,218.445,52.67
2014-08-09,F-1H,1834.72,1930.1,370.6,3083.13,808.54,218.21,55.46
2014-08-09,F-1H,1637.81,2030.09,380.61,3049.32,837.34,217.17,54.81
2014-08-10,F-1H,1823.7,2163.25,372.44,3120.77,835.85,220.51,56.58
2014-08-12,F-1H,1443.42,1979.32,524.08,2977.95,794.91,216.29,53.76
2014-08-12,F-1H,1780.14,2139.84,390.12,3091.92,814.38,215.13,51.95
2014-08-13,F-1H,1803.42,2079.61,383.25,3120.23,843.05,216.48,57.14
2014-08-14,F-1H,1833.21,2042.75,372.28,3140.82,829.46,214.2,50.1
2014-08-15,F-1H,1761.46,2037.39,381.24,3104.91,861.4,218.06,57.16
2014-08-16,F-1H,1842.45,2242.48,395.96,3043.89,841.13,220.74,54.1
2014-08-17,F-1H,1855.33,2193.83,402.38,3134.22,838.34,213.66,52.91
2014-08-18,F-1H,1825.06,2057.74,387.3,3069.14,867.1,222.0,51.61
2014-08-19,F-1H,1769.66,2065.22,511.42,3114.62,847.42,219.3,62.79
2014-08-20,F-1H,1708.01,1980.12,385.41,3051.14,801.09,216.64,50.91
2014-08-21,F-1H,1708.78,2155.75,383.9,3091.64,848.58,217.11,52.88
2014-08-22,F-1H,1771.92,1956.28,347.08,3106.26,840.29,222.77,54.47
2014-08-23,F-1H,1791.74,2093.29,401.47,3144.74,787.73,219.47,60.5
2014-08-24,F-1H,1761.97,2238.3,383.7,3092.61,830.64,214.21,50.44
2014-08-25,F-1H,1690.16,2169.35,414.47,3102.14,846.21,218.31,57.19
2014-08-26,F-1H,1742.58,2105.54,392.47,3111.8,821.06,220.59,50.45
2014-08-27,F-1H,1684.33,2153.24,396.76,3076.49,847.04,217.43,52.95
2014-08-28,F-1H,1806.38,2218.72,430.74,3080.49,853.61,216.74,51.44
2014-08-29,F-1H,1616.04,2226.76,382.76,3084.01,810.54,220.03,52.09
2014-08-30,F-1H,1665.48,2125.61,372.12,3061.53,786.37,215.79,54.0
2014-08-31,F-1H,1629.65,1969.13,511.42,3069.19,868.11,222.31,50.68
2014-09-02,F-1H,1744.32,2022.26,380.01,3086.47,835.5,216.29,55.17
2014-09-03,F-1H,1630.85,2033.43,398.64,3062.96,816.23,222.38,55.78
2014-09-04,F-1H,1838.61,2112.01,406.39,3095.18,877.89,216.65,53.26
2014-09-05,F-1H,1675.99,2076.97,370.79,3080.41,860.92,218.94,55.15
2014-09-06,F-1H,2028.93,2268.05,340.18,3158.45,855.65,218.21,52.46
2014-09-06,F-1H,1680.01,2143.65,389.54,3133.98,865.47,219.15,53.96
2014-09-07,F-1H,1759.64,2156.72,390.69,3061.64,800.12,219.46,54.61
2014-09-09,F-1H,1621.14,2078.84,407.43,3053.26,822.3,219.0,55.39
2014-09-10,F-1H,1625.89,2205.7,396.4,3071.08,830.465,225.7,55.1
2014-09-11,F-1H,1719.4,2002.04,399.04,3051.22,803.08,218.56,54.02
2014-09-12,F-1H,1741.47,2060.42,419.02,3057.69,818.0,219.22,55.76
2014-09-13,F-1H,1756.705,1984.64,393.51,3007.23,851.89,217.27,54.85
2014-09-14,F-1H,1742.0,1947.92,390.3,3146.19,859.88,218.58,55.58
2014-09-15,F-1H,1654.25,2082.78,398.48,3007.25,798.19,218.68,54.27
2014-09-16,F-1H,1679.66,1959.62,397.93,3092.66,829.33,218.62,54.88
2014-09-17,F-1H,1704.29,2158.71,405.13,3053.03,798.11,217.78,53.35
2014-09-18,F-1H,1742.5,2117.21,379.19,3097.26,787.12,220.44,54.25
2014-09-19,F-1H,1709.87,1931.2,439.25,3019.66,810.28,216.64,53.52
2014-09-20,F-1H,1676.72,2119.65,469.92,3065.37,845.74,219.11,54.3
2014-09-21,F-1H,1652.14,2048.22,428.08,3043.95,821.61,218.52,55.02
2014-09-22,F-1H,1613.2,2025.9,456.33,3095.08,849.9,218.69,55.18
2014-09-23,F-1H,1713.88,2152.27,379.81,3019.54,848.86,218.09,51.69
2014-09-24,F-1H,1598.33,1980.46,391.54,7177.334,821.98,218.52,54.89
2014-09-25,F-1H,1372.865,2097.96,441.81,3037.77,816.23,220.18,52.08
2014-09-26,F-1H,1655.33,2051.62,436.8,3002.22,836.24,218.17,55.53
2014-09-27,F-1H,1691.71,2145.78,448.92,3094.79,850.58,219.22,53.69
2014-09-28,F-1H,1693.79,2073.14,416.42,3065.39,820.76,216.93,57.47
2014-09-29,F-1H,1650.2,2175.91,390.84,3035.39,821.87,220.92,54.58
2014-09-30,F-1H,1660.26,1919.27,400.96,3060.61,793.69,217.58,54.94
2014-10-01,F-1H,1592.91,2135.32,449.33,2922.37,802.08,214.07,50.75
2014-10-02,F-1H,1677.65,1971.22,434.82,3002.96,836.45,217.53,53.56
2014-10-02,F-1H,2435.08,2697.37,232.62,3318.43,846.73,220.94,56.69
2014-10-03,F-1H,2305.7,2634.87,266.94,3282.87,866.28,220.58,57.91
2014-10-03,F-1H,1632.0,1768.69,403.3,3076.51,828.22,220.74,54.27
2014-10-04,F-1H,1641.1,1861.15,421.7,3045.51,859.06,220.01,57.95
2014-10-05,F-1H,1661.15,1939.78,430.2,3052.26,800.98,217.87,52.82
2014-10-07,F-1H,1688.64,2055.66,470.56,3059.63,816.14,219.33,57.31
2014-10-08,F-1H,1584.28,1936.91,423.94,2978.58,821.79,214.87,53.22
2014-10-09,F-1H,1663.84,1948.38,464.41,2996.75,842.61,219.99,48.31
2014-10-10,F-1H,1753.46,1768.69,414.07,2997.2,814.14,218.39,54.21
2014-10-11,F-1H,1440.21,1817.52,485.72,2975.85,835.88,219.35,46.91
2014-10-11,F-1H,1600.37,2032.12,424.62,2980.21,815.31,213.91,54.2
2014-10-12,F-1H,1563.64,1992.01,459.41,3008.65,839.28,217.77,58.21
2014-10-13,F-1H,1591.7,1909.18,447.62,3022.89,800.99,217.69,52.96
2014-10-14,F-1H,1674.42,1819.17,435.09,3053.55,821.44,218.445,53.28
2014-10-15,F-1H,1595.45,2018.76,437.37,3021.94,827.65,217.34,51.28
2014-10-16,F-1H,1575.64,2077.11,371.71,2922.37,817.77,215.28,53.94
2014-10-17,F-1H,1623.19,2013.52,383.85,3072.34,802.09,220.01,55.47
2014-10-18,F-1H,1552.94,2016.68,429.93,2968.06,839.95,217.09,50.34
2014-10-19,F-1H,1574.0,1983.12,437.24,3045.49,789.57,217.16,52.66
2014-10-20,F-1H,1686.43,1949.73,460.85,3029.05,806.44,218.15,53.06
2014-10-21,F-1H,1619.11,2066.3,447.09,3062.35,796.57,217.81,51.06
2014-10-22,F-1H,1602.04,1925.12,455.24,2997.66,816.49,220.01,46.95
2014-10-23,F-1H,1689.79,1928.69,400.9,3029.18,816.05,218.48,56.56
2014-10-24,F-1H,1618.48,1972.68,451.15,3020.15,850.65,215.68,53.65
2014-10-25,F-1H,1581.76,2011.43,426.02,2969.82,818.03,219.2,57.51
2014-10-26,F-1H,1512.4,2036.25,491.0,3009.65,788.84,217.83,52.74
2014-10-27,F-1H,1601.52,1894.09,475.51,2986.39,779.63,220.85,46.32
2014-10-28,F-1H,1560.54,2188.33,444.92,2985.05,813.02,218.54,53.42
2014-10-29,F-1H,1600.653074,1853.292123,479.66,3024.88,828.46,217.38,57.0
2014-10-29,F-1H,1601.28,1853.31,479.66,3024.88,828.46,217.38,57.0
2014-10-30,F-1H,1552.74,1956.17,428.0,6868.858,827.45,217.75,50.34
2014-10-31,F-1H,1530.86,1987.41,434.83,3011.69,813.74,214.81,48.38
2014-11-01,F-1H,1577.26,1870.07,469.3,3043.07,827.58,222.28,52.77
2014-11-02,F-1H,1590.33,1879.81,497.96,3072.42,813.19,219.41,57.16
2014-11-04,F-1H,1564.58,1994.04,445.9,3053.7,798.39,216.53,52.75
2014-11-05,F-1H,1546.09,1980.78,435.67,3050.5,851.56,218.56,56.61
2014-11-06,F-1H,1494.85,2002.75,472.87,3034.21,811.67,212.73,50.68
2014-11-07,F-1H,1513.84,1836.02,455.12,2994.59,795.25,216.52,50.56
2014-11-08,F-1H,1787.15,2069.49,373.45,3092.05,826.82,219.18,56.21
2014-11-08,F-1H,1598.67,1858.95,443.13,2992.3,818.28,219.55,44.0
2014-11-09,F-1H,1591.15,2024.3,433.18,2975.68,792.89,217.13,53.76
2014-11-11,F-1H,1566.78,1895.1,446.57,3009.89,820.26,220.06,56.5
2014-11-12,F-1H,1552.9,1792.02,446.96,3089.69,825.01,223.38,57.08
2014-11-13,F-1H,1542.06,1923.75,456.46,2948.11,810.64,221.06,51.05
2014-11-14,F-1H,1548.06,1965.34,439.75,2985.55,789.68,217.0,49.01
2014-11-15,F-1H,1479.93,2008.34,440.38,3001.73,799.74,221.0,56.47
2014-11-16,F-1H,1565.65,1916.85,454.82,2961.03,848.42,217.12,54.96
2014-11-17,F-1H,1572.92,1845.51,480.96,3018.56,843.87,217.7,49.14
2014-11-18,F-1H,1492.17,1904.23,462.11,2982.68,770.88,219.58,58.51
2014-11-19,F-1H,1538.17,1933.83,473.15,3005.24,827.46,219.43,51.89
2014-11-20,F-1H,1472.67,1862.77,468.73,2982.69,814.87,219.52,55.0
2014-11-21,F-1H,1574.12,1886.52,437.05,2980.67,809.22,214.97,57.17
2014-11-22,F-1H,1514.62,1908.38,491.27,2970.97,792.89,218.42,52.16
2014-11-23,F-1H,1466.42,2008.71,457.2,3009.7,770.35,221.0,55.62
2014-11-24,F-1H,1507.43,1854.91,473.46,3056.23,772.34,220.2,49.94
2014-11-25,F-1H,1499.09,1850.84,457.64,2986.1,784.68,220.7,47.25
2014-11-26,F-1H,1524.61,1842.15,443.54,2991.34,775.98,218.72,48.49
2014-11-27,F-1H,1518.23,1791.93,458.7,2992.93,791.43,218.52,48.19
2014-11-28,F-1H,1372.865,2004.68,524.31,2985.69,822.4,215.08,57.27
2014-11-29,F-1H,1529.07,1822.38,493.96,2974.17,797.23,219.59,49.59
2014-11-30,F-1H,1538.89,1774.23,448.97,2953.36,821.34,217.41,48.79
2014-12-02,F-1H,1464.56,1820.24,483.9,3006.8,799.54,216.17,56.28
2014-12-03,F-1H,1475.72,1990.0,427.32,2983.06,843.79,217.93,51.84
2014-12-04,F-1H,1492.83,1804.5,466.74,2965.91,792.63,221.1,53.98
2014-12-05,F-1H,1488.16,1911.52,468.44,2951.67,792.88,218.445,49.4
2014-12-05,F-1H,2114.62,2477.88,342.45,3279.45,848.12,218.86,54.45
2014-12-06,F-1H,1448.19,1803.17,516.97,2890.53,792.89,222.09,52.75
2014-12-07,F-1H,1508.46,1850.08,461.89,2905.33,808.56,217.09,50.28
2014-12-09,F-1H,1372.865,1817.59,429.16,2990.39,823.67,215.47,53.44
2014-12-10,F-1H,1486.11,1829.17,461.68,2999.61,795.65,215.67,46.42
2014-12-11,F-1H,1524.19,1882.0,480.0,2954.77,792.9,216.49,51.46
2014-12-12,F-1H,1352.74,1771.43,472.78,2985.13,802.43,220.23,55.95
2014-12-13,F-1H,1509.26,1865.6,479.98,2936.25,817.79,222.0,53.71
2014-12-14,F-1H,1549.82,1703.57,457.42,2990.18,808.03,221.27,52.84
2014-12-15,F-1H,1408.17,1806.19,450.6,2929.51,821.95,220.39,53.27
2014-12-16,F-1H,1363.13,1792.26,457.5,2997.52,790.59,216.47,52.04
2014-12-17,F-1H,1414.8,1937.3,468.06,2919.09,758.96,218.58,50.53
2014-12-18,F-1H,1372.98,1911.4,496.85,2959.07,829.06,219.97,49.53
2014-12-19,F-1H,1390.1,1879.37,492.19,2963.86,784.6,219.86,49.82
2014-12-20,F-1H,1434.59,1927.36,471.79,2910.42,792.89,220.63,53.08
2014-12-21,F-1H,1430.88,1768.55,495.47,2930.99,807.16,217.18,49.6
2014-12-22,F-1H,1403.09,1776.92,485.54,6813.451,727.03,217.03,50.98
2014-12-23,F-1H,1507.86,1718.23,490.52,2999.01,774.3,219.43,50.27
2014-12-24,F-1H,1405.02,1738.06,473.38,3034.66,817.21,220.84,53.64
2014-12-25,F-1H,1347.59,1831.59,510.23,2926.25,819.38,220.05,57.43
2014-12-26,F-1H,1404.67,1709.88,511.42,2993.77,763.26,214.5,52.43
2014-12-27,F-1H,1400.126035,1796.376299,509.18,2932.97,762.13,222.73,49.15
2014-12-27,F-1H,1401.09,1795.99,509.18,2932.97,762.13,222.73,49.15
2014-12-28,F-1H,1367.93,1881.36,483.34,2946.49,809.0,220.81,50.98
2014-12-29,F-1H,1494.54,1619.9,506.97,2922.06,826.55,218.92,50.59
2014-12-30,F-1H,1449.36,1859.92,505.37,2915.2,789.18,218.63,52.26
2014-12-31,F-1H,1451.38,1624.97,499.97,2936.24,781.84,217.16,51.75
2015-01-01,F-1H,1231.51,1727.76,476.52,2959.77,782.26,218.21,55.92
2015-01-02,F-1H,1458.97,1853.75,484.79,2958.92,793.45,218.25,53.66
2015-01-03,F-1H,1372.865,1898.72,492.33,2960.03,827.0,220.7,47.8
2015-01-04,F-1H,1426.87,1845.05,514.13,2906.93,784.5,220.63,49.99
2015-01-06,F-1H,1387.65,1799.08,523.78,2922.37,782.88,221.0,51.18
2015-01-06,F-1H,1022.82,1415.9,611.72,2762.63,791.24,215.68,48.0
2015-01-07,F-1H,1335.93,1756.38,527.31,2941.83,797.16,221.92,47.52
2015-01-08,F-1H,1331.14,1638.6,506.75,2940.72,827.53,219.13,50.58
2015-01-09,F-1H,1393.22,1775.01,466.61,3015.88,806.83,219.06,53.95
2015-01-10,F-1H,1426.31,1752.08,488.18,2951.4,803.9,217.02,56.53
2015-01-11,F-1H,1403.22,1819.44,529.39,2932.92,802.28,220.26,49.98
2015-01-13,F-1H,1419.66,1674.44,515.2,2974.0,794.85,223.84,47.06
2015-01-14,F-1H,1416.41,1847.58,521.64,2922.68,789.4,219.53,54.67
2015-01-15,F-1H,1409.58,1835.21,484.18,2920.82,776.17,217.87,55.23
2015-01-16,F-1H,1382.59,1768.69,509.18,2928.29,796.85,217.37,51.88
2015-01-17,F-1H,1431.31,1756.61,490.2,2922.37,785.48,218.79,55.88
2015-01-18,F-1H,1305.64,1719.66,509.7,2922.37,777.57,217.28,49.28
2015-01-19,F-1H,1380.01,1730.15,496.46,2935.89,792.89,221.92,46.27
2015-01-20,F-1H,1397.02,1726.51,511.42,2909.95,796.11,218.94,50.39
2015-01-21,F-1H,1321.1,1702.61,513.76,2938.71,810.58,217.65,52.59
2015-01-22,F-1H,1411.8,1829.52,508.65,2922.37,797.09,216.34,51.62
